"Title","Release Year","Genre","Content Rating","Runtime","Critic Rating","Audience Rating","Difference"
"The Lego Ninjago Movie","2017","Action & Adventure","PG",101,56,46,10
"The Leisure Seeker","2018","Action & Adventure","R",112,38,56,-18
"The Libertine","2006","Drama","R",114,33,58,-25
"The Life Aquatic with Steve Zissou","2004","Action & Adventure","R",118,56,82,-26
"The Life of David Gale","2003","Drama","R",130,19,81,-62
"The Light Between Oceans","2016","Drama","PG-13",133,61,61,0
"The Lighthouse","2019","Drama","R",110,90,72,18
"The Limits of Control","2009","Drama","R",116,42,43,-1
"The Lincoln Lawyer","2011","Drama","R",119,83,82,1
"The Little Hours","2017","Comedy","R",90,78,49,29
"The Little Stranger","2018","Drama","R",111,65,36,29
"The Lizzie McGuire Movie","2003","Comedy","PG",93,41,49,-8
"The Lobster","2016","Comedy","R",118,87,65,22
"The Lone Ranger","2013","Action & Adventure","PG-13",149,30,51,-21
"The Longest Ride","2015","Drama","PG-13",128,31,71,-40
"The Lookout","2007","Drama","R",99,87,74,13
"The Lord of the Rings: The Fellowship of the Ring","2001","Action & Adventure","PG-13",178,91,95,-4
"The Lord of the Rings: The Return of the King","2003","Action & Adventure","PG-13",200,93,86,7
"The Lord of the Rings: The Two Towers","2002","Action & Adventure","PG-13",179,95,95,0
"The Losers","2010","Action & Adventure","PG-13",97,48,54,-6
"The Lost City of Z","2017","Action & Adventure","PG-13",141,87,57,30
"The Love Guru","2008","Comedy","PG-13",87,14,33,-19
"The Love Witch","2016","Drama","NR",120,95,61,34
"The Lovely Bones","2009","Drama","PG-13",136,32,52,-20
"The Lucky One","2012","Drama","PG-13",101,20,67,-47
"The Lunchbox","2014","Drama","PG",105,97,87,10
"The Machinist","2004","Drama","R",101,77,83,-6
"The Magdalene Sisters","2003","Drama","R",119,91,89,2
"The Majestic","2001","Drama","PG",152,42,60,-18
"The Man","2005","Action & Adventure","PG-13",83,12,41,-29
"The Man From U.N.C.L.E.","2015","Action & Adventure","PG-13",116,67,73,-6
"The Man Who Invented Christmas","2017","Comedy","PG",104,79,77,2
"The Man Who Killed Don Quixote","2019","Action & Adventure","NR",133,64,63,1
"The Man Who Wasn't There","2001","Comedy","R",116,81,85,-4
"The Master","2012","Drama","R",136,85,61,24
"The Master of Disguise","2002","Comedy","PG",80,1,33,-32
"The Matador","2006","Action & Adventure","R",97,75,65,10
"The Maze Runner","2014","Action & Adventure","PG-13",113,65,68,-3
"The Medallion","2003","Action & Adventure","PG-13",88,17,27,-10
"The Meddler","2016","Comedy","PG-13",100,85,56,29
"The Meg","2018","Action & Adventure","PG-13",113,46,42,4
"The Men Who Stare at Goats","2009","Comedy","R",93,50,39,11
"The Messenger","2009","Drama","R",112,90,75,15
"The Mexican","2001","Action & Adventure","R",123,54,44,10
"The Meyerowitz Stories (New and Selected)","2017","Comedy","NR",110,92,72,20
"The Miseducation of Cameron Post","2018","Drama","NR",91,86,76,10
"The Missing","2003","Action & Adventure","R",135,58,50,8
"The Mist","2007","Horror","R",125,72,65,7
"The Monuments Men","2014","Action & Adventure","PG-13",118,30,44,-14
"The Mortal Instruments: City of Bones","2013","Action & Adventure","PG-13",130,13,58,-45
"The Motorcycle Diaries","2004","Drama","R",126,83,92,-9
"The Mountain Between Us","2017","Drama","PG-13",104,38,47,-9
"The Mummy Returns","2001","Action & Adventure","PG-13",129,47,63,-16
"The Mummy: Tomb of the Dragon Emperor","2008","Action & Adventure","PG-13",112,12,30,-18
"The Muppets","2011","Comedy","PG",98,95,80,15
"The Mustang","2019","Drama","R",96,95,74,21
"The Namesake","2006","Drama","PG-13",122,85,79,6
"The Nanny Diaries","2007","Comedy","PG-13",104,34,51,-17
"The Nativity Story","2006","Drama","PG",100,37,76,-39
"The Neon Demon","2016","Horror","R",117,59,51,8
"The New World","2005","Action & Adventure","PG-13",149,63,58,5
"The Next Three Days","2010","Drama","PG-13",133,50,66,-16
"The Nice Guys","2016","Comedy","R",116,92,79,13
"The Night Before","2015","Comedy","R",101,68,61,7
"The Night Listener","2006","Drama","R",91,40,35,5
"The Notorious Bettie Page","2006","Drama","R",90,57,51,6
"The November Man","2014","Action & Adventure","R",108,35,46,-11
"The Nun","2018","Horror","R",96,25,35,-10
"The Nutcracker and the Four Realms","2018","Action & Adventure","PG",99,32,34,-2
"The Odd Life of Timothy Green","2012","Comedy","PG",104,36,67,-31
"The Old Man & the Gun","2018","Drama","PG-13",93,93,62,31
"The Original Kings of Comedy","2000","Comedy","R",115,83,80,3
"The Orphanage","2007","Drama","R",105,87,86,1
"The Other Boleyn Girl","2008","Drama","PG-13",115,43,62,-19
"The Other Guys","2010","Action & Adventure","PG-13",107,78,60,18
"The Others","2001","Horror","PG-13",101,83,77,6
"The Overnight","2015","Comedy","R",78,83,54,29
"The Pacifier","2005","Action & Adventure","PG",95,21,59,-38
"The Painted Veil","2006","Drama","PG-13",125,74,85,-11
"The Paperboy","2012","Drama","R",107,45,33,12
"The Passion of the Christ","2004","Drama","R",126,49,80,-31
"The Patriot","2000","Action & Adventure","R",158,61,81,-20
"The Peanut Butter Falcon","2019","Action & Adventure","PG-13",96,96,96,0
"The Peanuts Movie","2015","Animation","G",89,87,76,11
"The Perfect Man","2005","Comedy","PG",100,6,58,-52
"The Perfect Score","2004","Comedy","PG-13",93,16,44,-28
"The Perfect Storm","2000","Action & Adventure","PG-13",129,47,64,-17
"The Perks of Being a Wallflower","2012","Drama","PG-13",103,86,89,-3
"The Photograph","2020","Comedy","PG-13",106,74,81,-7
"The Pianist","2002","Drama","R",148,95,96,-1
"The Place Beyond The Pines","2013","Drama","R",140,78,75,3
"The Pledge","2001","Drama","R",124,78,59,19
"The Polar Express","2004","Animation","G",100,56,63,-7
"The Post","2018","Drama","PG-13",115,88,73,15
"The Predator","2018","Action & Adventure","R",106,32,33,-1
"The Prestige","2006","Action & Adventure","PG-13",130,76,92,-16
"The Prince & Me","2004","Comedy","PG",110,28,59,-31
"The Princess Diaries","2001","Comedy","G",115,48,68,-20
"The Princess Diaries 2 - Royal Engagement","2004","Comedy","G",113,26,59,-33
"The Princess and the Frog","2009","Animation","G",95,85,74,11
"The Promise","2017","Drama","PG-13",134,51,92,-41
"The Proposal","2009","Comedy","PG-13",108,45,67,-22
"The Proposition","2005","Action & Adventure","R",104,85,85,0
"The Punisher","2004","Action & Adventure","R",124,29,63,-34
"The Purge: Anarchy","2014","Horror","R",103,57,56,1
"The Purge: Election Year","2016","Action & Adventure","R",109,56,48,8
"The Pursuit of Happyness","2006","Drama","PG-13",116,67,87,-20
"The Queen","2006","Drama","PG-13",101,96,76,20
"The Queen of Versailles","2012","Documentary","PG",100,95,73,22
"The Quiet American","2003","Drama","R",101,87,72,15
"The Raid 2","2014","Action & Adventure","R",148,81,87,-6
"The Raid: Redemption","2012","Action & Adventure","R",101,86,87,-1
"The Railway Man","2014","Drama","R",108,66,68,-2
"The Reader","2008","Drama","R",123,63,79,-16
"The Reaping","2007","Horror","R",99,8,49,-41
"The Recruit","2003","Action & Adventure","PG-13",115,43,58,-15
"The Red Turtle (La tortue rouge)","2017","Animation","PG",80,93,80,13
"The Rental","2020","Horror","R",88,75,45,30
"The Replacements","2000","Comedy","PG-13",118,41,66,-25
"The Rhythm Section","2020","Action & Adventure","R",109,28,44,-16
"The Rider","2018","Drama","R",104,97,83,14
"The Ring","2002","Drama","PG-13",115,71,48,23
"The Ring Two","2005","Drama","PG-13",110,20,33,-13
"The Rite","2011","Drama","PG-13",114,21,40,-19
"The Road","2009","Drama","R",110,73,68,5
"The Road to El Dorado","2000","Action & Adventure","PG",89,48,66,-18
"The Rocker","2008","Comedy","PG-13",102,41,46,-5
"The Royal Tenenbaums","2002","Comedy","R",108,80,89,-9
"The Rules of Attraction","2002","Comedy","R",110,43,71,-28
"The Rum Diary","2011","Action & Adventure","R",119,52,36,16
"The Runaways","2010","Comedy","R",105,69,55,14
"The Rundown","2003","Action & Adventure","PG-13",104,69,66,3
"The Saddest Music in the World","2004","Comedy","R",99,79,79,0
"The Santa Clause 2","2002","Comedy","G",104,56,42,14
"The Sapphires","2013","Comedy","PG-13",103,91,76,15
"The Savages","2007","Comedy","R",113,89,74,15
"The Science of Sleep","2006","Comedy","R",105,70,81,-11
"The Score","2001","Action & Adventure","R",123,73,67,6
"The Scorpion King","2002","Action & Adventure","PG-13",91,41,38,3
"The Seagull","2018","Drama","PG-13",98,67,46,21
"The Second Best Exotic Marigold Hotel","2015","Comedy","PG",122,65,59,6
"The Secret Life Of Walter Mitty","2013","Action & Adventure","PG",114,52,71,-19
"The Secret Life of Bees","2008","Action & Adventure","PG-13",110,59,78,-19
"The Secret Life of Pets","2016","Animation","PG",91,73,62,11
"The Secret Life of Pets 2","2019","Animation","PG",86,60,90,-30
"The Secret World of Arrietty","2012","Animation","G",94,95,85,10
"The Sense Of An Ending","2017","Drama","PG-13",108,75,51,24
"The Sentinel","2006","Drama","PG-13",108,35,40,-5
"The September Issue","2009","Documentary","PG-13",90,83,71,12
"The Sessions","2012","Comedy","R",95,91,80,11
"The Shallows","2016","Drama","PG-13",87,78,59,19
"The Shape of Water","2017","Drama","R",123,92,72,20
"The Shipping News","2001","Drama","R",111,55,61,-6
"The Simpsons Movie","2007","Animation","PG-13",86,88,77,11
"The Singing Detective","2003","Comedy","R",109,39,40,-1
"The Sisterhood of the Traveling Pants","2005","Comedy","PG",120,77,78,-1
"The Sisters Brothers","2018","Comedy","R",120,87,68,19
"The Sitter","2011","Comedy","R",81,22,39,-17
"The Skeleton Key","2005","Drama","PG-13",104,38,58,-20
"The Skeleton Twins","2014","Comedy","R",91,87,69,18
"The Smurfs","2011","Action & Adventure","PG",102,21,44,-23
"The Snowman","2017","Drama","R",119,7,18,-11
"The Social Network","2010","Drama","PG-13",120,96,86,10
"The Soloist","2009","Drama","PG-13",117,56,56,0
"The Sorcerer's Apprentice","2010","Action & Adventure","PG",108,40,53,-13
"The Souvenir","2019","Drama","R",119,89,36,53
"The Space Between Us","2017","Action & Adventure","PG-13",120,16,54,-38
"The Spectacular Now","2013","Comedy","R",95,91,76,15
"The Spiderwick Chronicles","2008","Action & Adventure","PG",97,80,63,17
"The Spirit","2008","Action & Adventure","PG-13",102,14,25,-11
"The SpongeBob Movie: Sponge Out of Water","2015","Animation","PG",92,81,54,27
"The SpongeBob SquarePants Movie","2004","Animation","PG",83,68,78,-10
"The Spy Who Dumped Me","2018","Action & Adventure","R",116,49,57,-8
"The Statement","2003","Drama","R",119,23,35,-12
"The Stepford Wives","2004","Comedy","PG-13",93,26,30,-4
"The Strangers","2008","Horror","R",85,48,48,0
"The Strangers: Prey At Night","2018","Horror","R",85,39,35,4
"The Sum of All Fears","2002","Action & Adventure","PG-13",118,60,49,11
"The Sun Is Also a Star","2019","Drama","PG-13",100,51,61,-10
"The Sweetest Thing","2002","Comedy","R",84,27,65,-38
"The Switch","2010","Comedy","PG-13",101,52,44,8
"The Tailor of Panama","2001","Action & Adventure","R",109,77,46,31
"The Taking of Pelham 1 2 3","2009","Action & Adventure","R",106,51,52,-1
"The Tale of Despereaux","2008","Action & Adventure","G",94,57,44,13
"The Terminal","2004","Comedy","PG-13",128,61,74,-13
"The Texas Chainsaw Massacre","2003","Horror","R",95,37,58,-21
"The Theory of Everything","2014","Drama","PG-13",123,80,84,-4
"The Three Burials of Melquiades Estrada","2006","Drama","R",121,85,81,4
"The Three Stooges","2012","Comedy","PG",92,52,47,5
"The Time Traveler's Wife","2009","Drama","PG-13",107,38,59,-21
"The To Do List","2013","Comedy","R",104,55,46,9
"The Tooth Fairy","2010","Comedy","PG",102,17,41,-24
"The Tourist","2010","Action & Adventure","PG-13",99,20,42,-22
"The Town","2010","Action & Adventure","R",124,93,85,8
"The Transporter","2002","Action & Adventure","PG-13",92,54,73,-19
"The Transporter Refueled","2015","Action & Adventure","PG-13",91,16,30,-14
"The Tree of Life","2011","Action & Adventure","PG-13",138,85,60,25
"The Trip To Italy","2014","Comedy","NR",106,87,57,30
"The Trip to Greece","2020","Comedy","NR",112,87,52,35
"The Triplets of Belleville","2003","Animation","PG-13",82,94,90,4
"The Truth About Charlie","2002","Comedy","PG-13",104,33,27,6
"The Tuxedo","2002","Action & Adventure","PG-13",98,21,30,-9
"The Twilight Saga: Breaking Dawn Part 2","2012","Action & Adventure","PG-13",115,49,70,-21
"The Twilight Saga: Eclipse","2010","Drama","PG-13",124,48,60,-12
"The Twilight Saga: New Moon","2009","Horror","PG-13",130,28,61,-33
"The Two Faces of January","2014","Drama","PG-13",97,80,48,32
"The Two Popes","2019","Drama","PG-13",126,89,88,1
"The Ugly Truth","2009","Comedy","R",95,14,60,-46
"The Unborn","2009","Horror","PG-13",88,10,30,-20
"The Unknown Known","2014","Documentary","PG-13",102,82,70,12
"The Upside","2019","Comedy","PG-13",126,42,82,-40
"The Upside of Anger","2005","Comedy","R",121,75,63,12
"The Village","2004","Drama","PG-13",109,43,57,-14
"The Visit","2015","Horror","PG-13",94,68,51,17
"The Visitor","2008","Drama","PG-13",103,89,84,5
"The Vow","2012","Drama","PG-13",104,31,63,-32
"The Wackness","2008","Comedy","R",110,70,72,-2
"The Walk","2015","Action & Adventure","PG",124,83,77,6
"The Wall","2017","Drama","R",90,65,42,23
"The Watch","2012","Comedy","R",101,17,39,-22
"The Water Diviner","2015","Drama","R",112,61,60,1
"The Wave (Bolgen)","2016","Action & Adventure","R",105,83,65,18
"The Way Back","2011","Drama","PG-13",133,74,72,2
"The Way Way Back","2013","Comedy","PG-13",103,84,84,0
"The Way of the Gun","2000","Drama","R",119,45,70,-25
"The Weather Man","2005","Comedy","R",102,59,56,3
"The Wedding Date","2005","Comedy","PG-13",88,11,67,-56
"The Wedding Planner","2001","Comedy","PG-13",102,17,59,-42
"The Wedding Ringer","2015","Comedy","R",101,29,63,-34
"The White Crow","2019","Drama","R",127,66,80,-14
"The Whole Nine Yards","2000","Comedy","R",101,45,64,-19
"The Whole Ten Yards","2003","Action & Adventure","PG-13",99,4,40,-36
"The Wife","2018","Drama","R",100,86,77,9
"The Wild","2006","Action & Adventure","G",85,19,36,-17
"The Wild Parrots of Telegraph Hill","2005","Documentary","G",83,95,85,10
"The Wind Rises","2014","Animation","PG-13",126,88,85,3
"The Wind That Shakes the Barley","2007","Drama","NR",126,90,87,3
"The Witch","2016","Horror","R",92,90,59,31
"The Wolf of Wall Street","2013","Drama","R",179,80,83,-3
"The Wolfman","2010","Horror","R",102,34,33,1
"The Wolfpack","2015","Documentary","R",89,86,68,18
"The Wolverine","2013","Action & Adventure","PG-13",126,71,69,2
"The Woman in Black","2012","Drama","PG-13",95,67,54,13
"The Women","2008","Comedy","PG-13",114,14,38,-24
"The Woodsman","2004","Drama","R",89,88,77,11
"The Words","2012","Drama","PG-13",96,24,49,-25
"The World's End","2013","Comedy","R",109,89,71,18
"The World's Fastest Indian","2005","Action & Adventure","PG-13",127,82,89,-7
"The Wrestler","2008","Drama","R",110,98,88,10
"The Wretched","2020","Horror","NR",95,74,46,28
"The X-Files: I Want to Believe (The X Files 2)","2008","Drama","PG-13",104,31,32,-1
"The Young Victoria","2009","Drama","PG",104,76,74,2
"The Zero Theorem","2014","Drama","R",107,49,43,6
"The Zookeeper's Wife","2017","Drama","PG-13",125,63,76,-13
"Their Finest","2017","Comedy","R",117,90,71,19
"Then She Found Me","2007","Comedy","R",100,50,44,6
"There Will Be Blood","2007","Drama","R",158,92,86,6
"Things We Lost in the Fire","2007","Drama","R",118,65,73,-8
"Think Like a Man","2012","Comedy","PG-13",122,54,79,-25
"Third Person","2014","Drama","R",136,25,34,-9
"Thirteen","2003","Drama","R",100,81,77,4
"Thirteen Days","2000","Drama","PG-13",145,83,80,3
"This Is 40","2012","Comedy","R",134,51,50,1
"This Is Where I Leave You","2014","Comedy","R",103,44,59,-15
"This Is the End","2013","Action & Adventure","R",107,83,71,12
"This Means War","2012","Action & Adventure","PG-13",97,26,56,-30
"Thor","2011","Action & Adventure","PG-13",113,77,76,1
"Thor: Ragnarok","2017","Action & Adventure","PG-13",130,93,87,6
"Thor: The Dark World","2013","Action & Adventure","PG-13",111,66,76,-10
"Thoroughbreds","2018","Drama","R",90,86,67,19
"Three Billboards Outside Ebbing, Missouri","2017","Comedy","R",115,90,87,3
"Three Identical Strangers","2018","Documentary","PG-13",96,97,88,9
"Thunderbirds","2004","Action & Adventure","PG",87,19,36,-17
"Tim Burton's Corpse Bride","2005","Action & Adventure","PG",76,84,77,7
"Tim's Vermeer","2014","Documentary","PG-13",80,89,86,3
"Timeline","2003","Action & Adventure","PG-13",116,11,45,-34
"Tinker Tailor Soldier Spy","2011","Drama","R",127,83,65,18
"Titan A.E.","2000","Animation","PG",95,51,60,-9
"To Rome with Love","2012","Comedy","R",111,46,40,6
"To The Wonder","2013","Drama","R",112,46,37,9
"Tolkien","2019","Drama","PG-13",112,51,71,-20
"Tomb Raider","2018","Action & Adventure","PG-13",118,51,55,-4
"Top Five","2014","Comedy","R",101,85,64,21
"Torque","2004","Action & Adventure","PG-13",81,23,41,-18
"Touching the Void","2004","Documentary","R",107,94,92,2
"Towelhead","2007","Drama","R",128,49,58,-9
"Tower Heist","2011","Action & Adventure","PG-13",105,67,48,19
"Toy Story 3","2010","Animation","G",102,98,89,9
"Toy Story 4","2019","Animation","G",100,97,94,3
"Traffic","2000","Drama","R",147,93,85,8
"Train to Busan (Busanhaeng)","2016","Action & Adventure","NR",118,94,88,6
"Training Day","2001","Action & Adventure","R",120,73,89,-16
"Trainwreck","2015","Comedy","R",125,85,66,19
"Traitor","2008","Drama","PG-13",113,65,64,1
"Transamerica","2006","Comedy","R",103,77,83,-6
"Transcendence","2014","Drama","PG-13",119,19,37,-18
"Transformers","2007","Action & Adventure","PG-13",144,58,85,-27
"Transformers: Age of Extinction","2014","Action & Adventure","PG-13",165,18,50,-32
"Transformers: Dark of the Moon","2011","Action & Adventure","PG-13",154,35,55,-20
"Transformers: Revenge of the Fallen","2009","Action & Adventure","PG-13",149,20,57,-37
"Transformers: The Last Knight","2017","Action & Adventure","PG-13",148,15,43,-28
"Transporter 2","2005","Action & Adventure","PG-13",88,52,58,-6
"Transporter 3","2008","Action & Adventure","PG-13",105,39,49,-10
"Transsiberian","2008","Drama","R",111,91,65,26
"Treasure Planet","2002","Action & Adventure","PG",95,69,72,-3
"Triple 9","2016","Action & Adventure","R",115,54,41,13
"Triple Frontier","2019","Action & Adventure","R",125,70,55,15
"Tristan & Isolde","2006","Drama","PG-13",126,31,71,-40
"Tristram Shandy: A Cock & Bull Story","2005","Comedy","R",94,89,66,23
"Trollhunter","2011","Action & Adventure","PG-13",103,81,72,9
"Trolls","2016","Animation","PG",88,76,67,9
"Trolls World Tour","2020","Animation","PG",91,70,59,11
"Tron Legacy","2010","Action & Adventure","PG",125,51,63,-12
"Tropic Thunder","2008","Comedy","R",107,82,70,12
"Trouble with the Curve","2012","Drama","PG-13",111,51,66,-15
"Troy","2004","Action & Adventure","R",162,54,73,-19
"True History of the Kelly Gang","2020","Drama","R",124,79,41,38
"True Story","2015","Drama","R",104,45,38,7
"Trust the Man","2006","Comedy","R",103,28,35,-7
"Truth","2015","Drama","R",121,63,62,1
"Tuck Everlasting","2002","Drama","PG",90,60,70,-10
"Tucker and Dale vs. Evil","2011","Comedy","R",89,85,84,1
"Turbo","2013","Animation","PG",96,66,65,1
"Turistas (Paradise Lost)","2006","Drama","R",94,18,28,-10
"Tusk","2014","Horror","R",101,45,36,9
"Twisted","2004","Drama","R",96,1,31,-30
"Two Brothers","2004","Action & Adventure","PG",108,78,75,3
"Two Days, One Night","2014","Drama","PG-13",95,97,76,21
"Two Lovers","2008","Drama","R",109,82,59,23
"Two Weeks Notice","2002","Comedy","PG-13",101,42,59,-17
"Two for the Money","2005","Comedy","R",122,22,48,-26
"Tyson","2009","Documentary","R",90,85,79,6
"U-571","2000","Action & Adventure","PG-13",116,68,62,6
"Una","2017","Drama","R",96,76,49,27
"Unbreakable","2000","Drama","PG-13",107,70,77,-7
"Unbroken","2014","Drama","PG-13",137,50,70,-20
"Uncut Gems","2019","Drama","R",135,92,52,40
"Undefeated","2012","Documentary","PG-13",113,96,89,7
"Under the Silver Lake","2019","Comedy","R",139,59,55,4
"Under the Tuscan Sun","2003","Comedy","PG-13",113,62,78,-16
"Undercover Brother","2002","Comedy","PG-13",85,77,64,13
"Undertow","2004","Drama","R",107,55,62,-7
"Underwater","2020","Action & Adventure","PG-13",95,48,60,-12
"Underworld","2003","Action & Adventure","R",121,31,79,-48
"Underworld: Evolution","2006","Action & Adventure","R",105,17,72,-55
"Undisputed","2002","Action & Adventure","R",94,48,47,1
"Unfaithful","2002","Drama","R",124,50,68,-18
"Unfinished Business","2015","Comedy","R",90,10,26,-16
"Unfriended","2015","Horror","R",83,62,36,26
"Unfriended: Dark Web","2018","Horror","R",88,59,38,21
"United 93","2006","Action & Adventure","R",111,90,83,7
"Unknown","2011","Drama","PG-13",113,54,55,-1
"Unleashed","2005","Action & Adventure","R",102,66,75,-9
"Unsane","2018","Drama","R",98,80,58,22
"Unstoppable","2010","Action & Adventure","PG-13",94,87,72,15
"Untraceable","2008","Drama","R",101,16,52,-36
"Up","2009","Action & Adventure","PG",89,98,90,8
"Up in the Air","2009","Comedy","R",109,91,79,12
"Upgrade","2018","Action & Adventure","R",95,88,87,1
"Upstream Color","2013","Drama","NR",96,86,69,17
"Uptown Girls","2003","Comedy","PG-13",93,14,60,-46
"Us","2019","Horror","R",116,93,59,34
"V for Vendetta","2006","Action & Adventure","R",132,73,90,-17
"V/H/S","2012","Horror","R",115,57,41,16
"Vacancy","2007","Horror","R",85,55,42,13
"Vacation","2015","Action & Adventure","R",99,27,45,-18
"Valentine's Day","2010","Comedy","PG-13",119,18,47,-29
"Valerian and the City of a Thousand Planets","2017","Action & Adventure","PG-13",137,48,53,-5
"Valiant","2005","Animation","G",75,32,29,3
"Valkyrie","2008","Drama","PG-13",120,62,65,-3
"Van Helsing","2004","Action & Adventure","PG-13",132,24,57,-33
"Vanilla Sky","2001","Drama","R",134,42,72,-30
"Vanity Fair","2004","Action & Adventure","PG-13",140,49,50,-1
"Vantage Point","2008","Action & Adventure","PG-13",89,34,57,-23
"Venus","2006","Comedy","R",95,88,74,14
"Venus in Fur","2014","Comedy","NR",95,88,71,17
"Vera Drake","2004","Drama","R",125,92,84,8
"Veronica Mars","2014","Comedy","PG-13",107,79,78,1
"Vertical Limit","2000","Action & Adventure","PG-13",126,48,41,7
"Vicky Cristina Barcelona","2008","Comedy","PG-13",96,81,74,7
"Victor Frankenstein","2015","Drama","PG-13",110,26,35,-9
"Victoria","2015","Drama","NR",138,82,83,-1
"Victoria & Abdul","2017","Drama","PG-13",110,65,68,-3
"View from the Top","2003","Comedy","PG-13",87,14,34,-20
"Vivarium","2020","Drama","R",97,72,38,34
"Vox Lux","2018","Drama","R",110,61,37,24
"W.","2008","Drama","PG-13",131,58,42,16
"W.E.","2012","Drama","R",119,12,48,-36
"WALL-E","2008","Action & Adventure","G",97,95,90,5
"Wadjda","2013","Drama","PG",98,99,88,11
"Waiting for Superman","2010","Documentary","PG",102,90,84,6
"Waitress","2007","Comedy","PG-13",107,89,74,15
"Waking Life","2001","Animation","R",99,81,87,-6
"Walk Hard: The Dewey Cox Story","2007","Comedy","R",96,74,57,17
"Walk the Line","2005","Drama","PG-13",136,82,90,-8
"Wall Street: Money Never Sleeps","2010","Drama","PG-13",130,55,44,11
"Waltz with Bashir","2008","Animation","R",90,96,91,5
"Wanderlust","2012","Comedy","R",98,59,39,20
"Wanted","2008","Action & Adventure","R",110,71,69,2
"War Dogs","2016","Comedy","R",114,61,68,-7
"War Horse","2011","Action & Adventure","PG-13",146,75,74,1
"War for the Planet of the Apes","2017","Action & Adventure","PG-13",142,94,84,10
"War of the Worlds","2005","Action & Adventure","PG-13",116,75,42,33
"Warcraft","2016","Action & Adventure","PG-13",123,28,76,-48
"Warm Bodies","2013","Comedy","PG-13",98,81,73,8
"Warrior","2011","Action & Adventure","PG-13",139,83,92,-9
"Watchmen","2009","Action & Adventure","R",163,65,71,-6
"Water for Elephants","2011","Drama","PG-13",121,60,70,-10
"Waves","2019","Drama","R",135,84,81,3
"We Are Marshall","2006","Drama","PG",127,48,79,-31
"We Are Your Friends","2015","Drama","R",96,38,42,-4
"We Are the Best!","2014","Comedy","NR",102,96,77,19
"We Bought a Zoo","2011","Comedy","PG",124,65,71,-6
"We Don't Live Here Anymore","2004","Drama","R",101,65,54,11
"We Need to Talk About Kevin","2012","Drama","R",111,75,78,-3
"We Own the Night","2007","Action & Adventure","R",118,57,61,-4
"We Were Soldiers","2002","Drama","R",137,63,84,-21
"We're The Millers","2013","Comedy","R",110,48,72,-24
"Wedding Crashers","2005","Comedy","R",119,76,70,6
"Weiner","2016","Documentary","R",96,97,83,14
"Welcome to Marwen","2018","Drama","PG-13",116,34,48,-14
"Welcome to Me","2015","Comedy","R",86,73,46,27
"Welcome to Mooseport","2004","Comedy","PG-13",110,13,19,-6
"Wendy and Lucy","2008","Drama","R",80,85,67,18
"West of Memphis","2012","Documentary","R",150,95,87,8
"Whale Rider","2003","Drama","PG-13",101,91,88,3
"What Happens in Vegas","2008","Comedy","PG-13",99,26,65,-39
"What If","2014","Comedy","PG-13",102,74,69,5
"What Just Happened?","2008","Comedy","R",113,50,22,28
"What Lies Beneath","2000","Drama","PG-13",126,46,58,-12
"What Maisie Knew","2013","Drama","R",98,87,80,7
"What Men Want","2019","Comedy","R",117,42,34,8
"What They Had","2018","Drama","R",100,86,83,3
"What We Do In The Shadows","2015","Comedy","R",86,96,86,10
"What a Girl Wants","2003","Comedy","PG",95,35,62,-27
"What to Expect When You're Expecting","2012","Comedy","PG-13",110,22,47,-25
"What's Your Number?","2011","Comedy","R",106,24,44,-20
"Whatever Works","2009","Comedy","PG-13",92,50,61,-11
"When Did You Last See Your Father?","2008","Drama","PG-13",92,72,64,8
"When in Rome","2010","Comedy","PG-13",91,17,41,-24
"Where in the World Is Osama Bin Laden?","2008","Documentary","PG-13",93,37,52,-15
"Where the Truth Lies","2005","Drama","NC17",108,41,46,-5
"Where the Wild Things Are","2009","Action & Adventure","PG",101,73,57,16
"Where to Invade Next","2016","Documentary","R",119,79,77,2
"Where'd You Go, Bernadette","2019","Comedy","PG-13",104,49,74,-25
"While We're Young","2015","Comedy","R",94,84,51,33
"Whip It","2009","Comedy","PG-13",111,84,74,10
"Whiplash","2014","Drama","R",106,94,94,0
"Whiskey Tango Foxtrot","2016","Comedy","R",111,68,55,13
"White Boy Rick","2018","Drama","R",111,58,50,8
"White Chicks","2004","Comedy","PG-13",108,15,55,-40
"White House Down","2013","Action & Adventure","PG-13",131,52,62,-10
"White Noise","2005","Drama","PG-13",98,7,31,-24
"White Oleander","2002","Drama","PG-13",110,68,81,-13
"Whiteout","2009","Action & Adventure","R",101,7,21,-14
"Whitney","2018","Documentary","R",120,87,75,12
"Who Killed the Electric Car?","2006","Documentary","PG",92,89,84,5
"Why Him?","2016","Comedy","R",111,39,51,-12
"Why We Fight","2006","Documentary","PG-13",99,78,88,-10
"Wicker Park","2004","Drama","PG-13",114,27,79,-52
"Widows","2018","Drama","R",128,91,61,30
"Wiener-Dog","2016","Comedy","R",87,74,41,33
"Wild","2014","Drama","R",115,88,75,13
"Wild Hogs","2007","Action & Adventure","PG-13",99,14,61,-47
"Wild Rose","2019","Comedy","R",101,92,87,5
"Wild Tales","2015","Comedy","R",122,94,92,2
"Wildlife","2018","Drama","PG-13",104,93,73,20
"Wilson","2017","Comedy","R",94,47,30,17
"Wimbledon","2004","Comedy","PG-13",97,61,57,4
"Win Win","2011","Comedy","R",106,94,85,9
"Win a Date With Tad Hamilton!","2004","Comedy","PG-13",96,54,47,7
